time (s),/Bin<1> (V),Expression ,Value,Value,time (s),/Bin<0> (V),/Ain<0> (V),,
2.20E-08,1.8,"average(i(""/V1/PLUS"" ?result ""tran""))*1.8",-4.81E-04,-4.81E-04,0,0,0,,
2.21E-08,1.8, , , ,3.59E-12,6.46E-02,0,1.454534172,1.8
2.21E-08,1.8, , , ,6.98E-12,1.26E-01,0,,
2.21E-08,1.8, , , ,1.37E-11,2.46E-01,0,,
2.21E-08,1.8, , , ,2.31E-11,4.17E-01,0,,
2.21E-08,1.8, , , ,2.79E-11,5.02E-01,0,,
2.21E-08,1.8, , , ,3.73E-11,6.72E-01,0,,
2.21E-08,1.8, , , ,4.41E-11,7.94E-01,0,,
2.20E-08,1.8, , , ,5.30E-11,9.53E-01,0,,
2.20E-08,1.8, , , ,5.99E-11,1.078,0,,
2.20E-08,1.8, , , ,6.82E-11,1.227,0,,
2.20E-08,1.8, , , ,7.67E-11,1.381,0,,
2.20E-08,1.8, , , ,8.77E-11,1.579,0,,
2.20E-08,1.8, , , ,9.39E-11,1.69,0,,
2.21E-08,1.8, , , ,1.00E-10,1.8,0,,
2.19E-08,1.8, , , ,1.02E-10,1.8,0,,
2.17E-08,1.8, , , ,1.05E-10,1.8,0,,
2.16E-08,1.8, , , ,1.08E-10,1.8,0,,
2.15E-08,1.8, , , ,1.13E-10,1.8,0,,
2.14E-08,1.8, , , ,1.19E-10,1.8,0,,
2.13E-08,1.8, , , ,1.25E-10,1.8,0,,
2.13E-08,1.8, , , ,1.30E-10,1.8,0,,
2.12E-08,1.8, , , ,1.37E-10,1.8,0,,
2.11E-08,1.8, , , ,1.43E-10,1.8,0,,
2.11E-08,1.8, , , ,1.52E-10,1.8,0,,
2.10E-08,1.8, , , ,1.62E-10,1.8,0,,
2.09E-08,1.8, , , ,1.76E-10,1.8,0,,
2.09E-08,1.8, , , ,1.98E-10,1.8,0,,
2.42E-08,1.8, , , ,2.13E-10,1.8,0,,
1.01E-08,1.8, , , ,2.29E-10,1.8,0,,
1.01E-08,1.8, , , ,2.44E-10,1.8,0,,
2.42E-08,1.8, , , ,2.56E-10,1.8,0,,
2.42E-08,1.8, , , ,2.68E-10,1.8,0,,
2.42E-08,1.8, , , ,2.88E-10,1.8,0,,
2.42E-08,1.8, , , ,3.04E-10,1.8,0,,
2.42E-08,1.8, , , ,3.26E-10,1.8,0,,
2.42E-08,1.8, , , ,3.38E-10,1.8,0,,
2.42E-08,1.8, , , ,3.47E-10,1.8,0,,
2.42E-08,1.8, , , ,3.57E-10,1.8,0,,
2.42E-08,1.8, , , ,3.67E-10,1.8,0,,
2.42E-08,1.8, , , ,3.78E-10,1.8,0,,
2.42E-08,1.8, , , ,3.84E-10,1.8,0,,
2.09E-08,1.8, , , ,3.92E-10,1.8,0,,
2.42E-08,1.8, , , ,3.99E-10,1.8,0,,
2.42E-08,1.8, , , ,4.04E-10,1.8,0,,
2.42E-08,1.8, , , ,4.13E-10,1.8,0,,
2.41E-08,1.8, , , ,4.21E-10,1.8,0,,
2.41E-08,1.8, , , ,4.29E-10,1.8,0,,
2.41E-08,1.8, , , ,4.39E-10,1.8,0,,
2.41E-08,1.8, , , ,4.51E-10,1.8,0,,
2.41E-08,1.8, , , ,4.64E-10,1.8,0,,
2.41E-08,1.8, , , ,4.80E-10,1.8,0,,
2.41E-08,1.8, , , ,4.98E-10,1.8,0,,
2.41E-08,1.8, , , ,5.19E-10,1.8,0,,
2.41E-08,1.8, , , ,5.36E-10,1.8,0,,
1.22E-08,1.8, , , ,5.55E-10,1.8,0,,
1.21E-08,1.8, , , ,5.72E-10,1.8,0,,
1.22E-08,1.8, , , ,5.80E-10,1.8,0,,
1.22E-08,1.8, , , ,5.87E-10,1.8,0,,
1.22E-08,1.8, , , ,5.94E-10,1.8,0,,
1.22E-08,1.8, , , ,6.03E-10,1.8,0,,
1.22E-08,1.8, , , ,6.11E-10,1.8,0,,
1.22E-08,1.8, , , ,6.20E-10,1.8,0,,
1.22E-08,1.8, , , ,6.30E-10,1.8,0,,
1.22E-08,1.8, , , ,6.40E-10,1.8,0,,
1.22E-08,1.8, , , ,6.54E-10,1.8,0,,
1.22E-08,1.8, , , ,6.70E-10,1.8,0,,
1.22E-08,1.8, , , ,6.88E-10,1.8,0,,
1.22E-08,1.8, , , ,7.06E-10,1.8,0,,
1.21E-08,1.8, , , ,7.22E-10,1.8,0,,
1.22E-08,1.8, , , ,7.37E-10,1.8,0,,
1.22E-08,1.8, , , ,7.55E-10,1.8,0,,
1.22E-08,1.8, , , ,7.72E-10,1.8,0,,
1.23E-08,1.8, , , ,7.79E-10,1.8,0,,
1.23E-08,1.8, , , ,7.89E-10,1.8,0,,
1.23E-08,1.8, , , ,7.96E-10,1.8,0,,
1.23E-08,1.8, , , ,8.03E-10,1.8,0,,
1.23E-08,1.8, , , ,8.11E-10,1.8,0,,
1.23E-08,1.8, , , ,8.20E-10,1.8,0,,
1.23E-08,1.8, , , ,8.31E-10,1.8,0,,
1.23E-08,1.8, , , ,8.42E-10,1.8,0,,
1.23E-08,1.8, , , ,8.56E-10,1.8,0,,
2.07E-08,1.8, , , ,8.72E-10,1.8,0,,
2.08E-08,1.8, , , ,8.90E-10,1.8,0,,
2.08E-08,1.8, , , ,9.10E-10,1.8,0,,
2.08E-08,1.8, , , ,9.32E-10,1.8,0,,
2.08E-08,1.8, , , ,9.48E-10,1.8,0,,
2.08E-08,1.8, , , ,9.65E-10,1.8,0,,
2.08E-08,1.8, , , ,9.74E-10,1.8,0,,
2.08E-08,1.8, , , ,9.81E-10,1.8,0,,
2.07E-08,1.8, , , ,9.88E-10,1.8,0,,
2.07E-08,1.8, , , ,9.96E-10,1.8,0,,
2.07E-08,1.8, , , ,1.01E-09,1.8,0,,
2.07E-08,1.8, , , ,1.01E-09,1.8,0,,
2.07E-08,1.8, , , ,1.02E-09,1.8,0,,
2.07E-08,1.8, , , ,1.04E-09,1.8,0,,
1.01E-08,1.8, , , ,1.05E-09,1.8,0,,
2.07E-08,1.8, , , ,1.06E-09,1.8,0,,
2.06E-08,1.8, , , ,1.08E-09,1.8,0,,
2.06E-08,1.8, , , ,1.10E-09,1.8,0,,
2.06E-08,1.8, , , ,1.12E-09,1.8,0,,
2.06E-08,1.8, , , ,1.15E-09,1.8,0,,
2.06E-08,1.8, , , ,1.19E-09,1.8,0,,
1.21E-08,1.8, , , ,1.24E-09,1.8,0,,
1.21E-08,1.8, , , ,1.31E-09,1.8,0,,
1.21E-08,1.8, , , ,1.38E-09,1.8,0,,
1.21E-08,1.8, , , ,1.43E-09,1.8,0,,
1.21E-08,1.8, , , ,1.46E-09,1.8,0,,
1.21E-08,1.8, , , ,1.50E-09,1.8,0,,
8.30E-09,1.8, , , ,1.57E-09,1.8,0,,
8.21E-09,1.8, , , ,1.69E-09,1.8,0,,
8.21E-09,1.8, , , ,1.79E-09,1.8,0,,
8.21E-09,1.8, , , ,1.90E-09,1.8,0,,
8.22E-09,1.8, , , ,2.00E-09,1.8,0,,
8.22E-09,1.8, , , ,2.01E-09,1.8,1.25E-01,,
8.23E-09,1.8, , , ,2.02E-09,1.8,3.20E-01,,
8.23E-09,1.8, , , ,2.03E-09,1.8,4.82E-01,,
8.24E-09,1.8, , , ,2.03E-09,1.8,5.62E-01,,
8.25E-09,1.8, , , ,2.04E-09,1.8,6.52E-01,,
8.25E-09,1.8, , , ,2.04E-09,1.8,7.44E-01,,
8.26E-09,1.8, , , ,2.05E-09,1.8,8.55E-01,,
8.27E-09,1.8, , , ,2.05E-09,1.8,9.22E-01,,
8.29E-09,1.8, , , ,2.06E-09,1.8,9.96E-01,,
8.20E-09,1.8, , , ,2.06E-09,1.8,1.076,,
8.31E-09,1.8, , , ,2.07E-09,1.8,1.224,,
8.32E-09,1.8, , , ,2.07E-09,1.8,1.333,,
8.33E-09,1.8, , , ,2.08E-09,1.8,1.484,,
8.34E-09,1.8, , , ,2.09E-09,1.8,1.642,,
8.35E-09,1.8, , , ,2.10E-09,1.8,1.721,,
8.36E-09,1.8, , , ,2.10E-09,1.8,1.8,,
8.38E-09,1.8, , , ,2.10E-09,1.764,1.8,,
8.39E-09,1.8, , , ,2.11E-09,1.717,1.8,,
8.41E-09,1.8, , , ,2.11E-09,1.673,1.8,,
8.42E-09,1.8, , , ,2.11E-09,1.604,1.8,,
8.44E-09,1.8, , , ,2.12E-09,1.52,1.8,,
8.47E-09,1.8, , , ,2.12E-09,1.406,1.8,,
8.11E-09,1.8, , , ,2.13E-09,1.325,1.8,,
2.44E-08,1.8, , , ,2.13E-09,1.25,1.8,,
2.43E-08,1.8, , , ,2.14E-09,1.157,1.8,,
2.43E-08,1.8, , , ,2.14E-09,1.035,1.8,,
2.43E-08,1.8, , , ,2.15E-09,8.87E-01,1.8,,
2.43E-08,1.8, , , ,2.16E-09,7.70E-01,1.8,,
2.43E-08,1.8, , , ,2.17E-09,6.14E-01,1.8,,
2.43E-08,1.8, , , ,2.18E-09,4.35E-01,1.8,,
2.43E-08,1.8, , , ,2.19E-09,2.69E-01,1.8,,
2.43E-08,1.8, , , ,2.19E-09,1.35E-01,1.8,,
2.43E-08,1.8, , , ,2.20E-09,0,1.8,,
2.43E-08,1.8, , , ,2.20E-09,0,1.8,,
2.42E-08,1.8, , , ,2.21E-09,0,1.8,,
8.10E-09,1.8, , , ,2.21E-09,0,1.8,,
8.48E-09,1.8, , , ,2.21E-09,0,1.8,,
8.11E-09,1.8, , , ,2.22E-09,0,1.8,,
8.12E-09,1.8, , , ,2.22E-09,0,1.8,,
8.12E-09,1.8, , , ,2.22E-09,0,1.8,,
8.13E-09,1.8, , , ,2.22E-09,0,1.8,,
8.13E-09,1.8, , , ,2.23E-09,0,1.8,,
8.14E-09,1.8, , , ,2.23E-09,0,1.8,,
8.15E-09,1.8, , , ,2.24E-09,0,1.8,,
8.16E-09,1.8, , , ,2.24E-09,0,1.8,,
8.17E-09,1.8, , , ,2.25E-09,0,1.8,,
8.18E-09,1.8, , , ,2.26E-09,0,1.8,,
8.19E-09,1.8, , , ,2.27E-09,0,1.8,,
8.20E-09,1.8, , , ,2.28E-09,0,1.8,,
9.86E-09,1.8, , , ,2.30E-09,0,1.8,,
8.87E-09,1.8, , , ,2.31E-09,0,1.8,,
8.90E-09,1.8, , , ,2.33E-09,0,1.8,,
8.94E-09,1.8, , , ,2.35E-09,0,1.8,,
8.99E-09,1.8, , , ,2.37E-09,0,1.8,,
9.06E-09,1.8, , , ,2.39E-09,0,1.8,,
9.12E-09,1.8, , , ,2.40E-09,0,1.8,,
9.18E-09,1.8, , , ,2.41E-09,0,1.8,,
9.25E-09,1.8, , , ,2.42E-09,0,1.8,,
9.30E-09,1.8, , , ,2.42E-09,0,1.8,,
9.40E-09,1.8, , , ,2.43E-09,0,1.8,,
9.50E-09,1.8, , , ,2.44E-09,0,1.8,,
9.61E-09,1.8, , , ,2.44E-09,0,1.8,,
9.73E-09,1.8, , , ,2.45E-09,0,1.8,,
8.84E-09,1.8, , , ,2.46E-09,0,1.8,,
1.00E-08,1.8, , , ,2.47E-09,0,1.8,,
1.00E-08,1.8, , , ,2.48E-09,0,1.8,,
1.00E-08,1.8, , , ,2.50E-09,0,1.8,,
1.00E-08,1.8, , , ,2.51E-09,0,1.8,,
1.00E-08,1.8, , , ,2.53E-09,0,1.8,,
1.00E-08,1.8, , , ,2.55E-09,0,1.8,,
1.00E-08,1.8, , , ,2.57E-09,0,1.8,,
1.01E-08,1.8, , , ,2.59E-09,0,1.8,,
1.01E-08,1.8, , , ,2.61E-09,0,1.8,,
1.01E-08,1.8, , , ,2.61E-09,0,1.8,,
1.01E-08,1.8, , , ,2.62E-09,0,1.8,,
1.01E-08,1.8, , , ,2.62E-09,0,1.8,,
8.67E-09,1.8, , , ,2.63E-09,0,1.8,,
8.49E-09,1.8, , , ,2.63E-09,0,1.8,,
8.51E-09,1.8, , , ,2.64E-09,0,1.8,,
8.52E-09,1.8, , , ,2.65E-09,0,1.8,,
8.53E-09,1.8, , , ,2.65E-09,0,1.8,,
8.54E-09,1.8, , , ,2.66E-09,0,1.8,,
8.55E-09,1.8, , , ,2.67E-09,0,1.8,,
8.56E-09,1.8, , , ,2.68E-09,0,1.8,,
8.57E-09,1.8, , , ,2.70E-09,0,1.8,,
8.58E-09,1.8, , , ,2.71E-09,0,1.8,,
8.60E-09,1.8, , , ,2.73E-09,0,1.8,,
8.61E-09,1.8, , , ,2.75E-09,0,1.8,,
8.63E-09,1.8, , , ,2.77E-09,0,1.8,,
8.65E-09,1.8, , , ,2.78E-09,0,1.8,,
1.23E-08,1.8, , , ,2.80E-09,0,1.8,,
8.69E-09,1.8, , , ,2.81E-09,0,1.8,,
8.70E-09,1.8, , , ,2.82E-09,0,1.8,,
8.71E-09,1.8, , , ,2.83E-09,0,1.8,,
8.72E-09,1.8, , , ,2.84E-09,0,1.8,,
8.73E-09,1.8, , , ,2.84E-09,0,1.8,,
8.74E-09,1.8, , , ,2.85E-09,0,1.8,,
8.76E-09,1.8, , , ,2.86E-09,0,1.8,,
8.77E-09,1.8, , , ,2.86E-09,0,1.8,,
8.78E-09,1.8, , , ,2.87E-09,0,1.8,,
8.79E-09,1.8, , , ,2.89E-09,0,1.8,,
8.81E-09,1.8, , , ,2.90E-09,0,1.8,,
8.82E-09,1.8, , , ,2.91E-09,0,1.8,,
1.62E-08,1.8, , , ,2.93E-09,0,1.8,,
1.74E-08,1.8, , , ,2.94E-09,0,1.8,,
1.73E-08,1.8, , , ,2.96E-09,0,1.8,,
1.73E-08,1.8, , , ,2.98E-09,0,1.8,,
1.61E-08,1.8, , , ,3.01E-09,0,1.8,,
1.61E-08,1.8, , , ,3.06E-09,0,1.8,,
1.61E-08,1.8, , , ,3.11E-09,0,1.8,,
1.61E-08,1.8, , , ,3.18E-09,0,1.8,,
1.61E-08,1.8, , , ,3.26E-09,0,1.8,,
1.61E-08,1.8, , , ,3.36E-09,0,1.8,,
1.61E-08,1.8, , , ,3.44E-09,0,1.8,,
1.61E-08,1.8, , , ,3.52E-09,0,1.8,,
1.61E-08,1.8, , , ,3.62E-09,0,1.8,,
1.62E-08,1.8, , , ,3.71E-09,0,1.8,,
1.75E-08,1.8, , , ,3.82E-09,0,1.8,,
1.62E-08,1.8, , , ,3.91E-09,0,1.8,,
1.62E-08,1.8, , , ,4.00E-09,0,1.8,,
1.62E-08,1.8, , , ,4.01E-09,1.19E-01,1.8,,
1.62E-08,1.8, , , ,4.02E-09,3.07E-01,1.8,,
1.62E-08,1.8, , , ,4.03E-09,5.58E-01,1.8,,
1.62E-08,1.8, , , ,4.04E-09,7.91E-01,1.8,,
1.62E-08,1.8, , , ,4.06E-09,1.047,1.8,,
1.62E-08,1.8, , , ,4.07E-09,1.295,1.8,,
1.62E-08,1.8, , , ,4.08E-09,1.494,1.8,,
1.62E-08,1.8, , , ,4.09E-09,1.647,1.8,,
1.62E-08,1.8, , , ,4.10E-09,1.8,1.8,,
1.62E-08,1.8, , , ,4.10E-09,1.8,1.756,,
1.62E-08,1.8, , , ,4.11E-09,1.8,1.687,,
1.81E-08,1.8, , , ,4.11E-09,1.8,1.624,,
2.01E-08,1.8, , , ,4.11E-09,1.8,1.542,,
2.01E-08,1.8, , , ,4.12E-09,1.8,1.431,,
2.01E-08,1.8, , , ,4.13E-09,1.8,1.332,,
2.01E-08,1.8, , , ,4.13E-09,1.8,1.228,,
2.01E-08,1.8, , , ,4.14E-09,1.8,1.108,,
2.01E-08,1.8, , , ,4.15E-09,1.8,9.80E-01,,
2.01E-08,1.8, , , ,4.16E-09,1.8,8.10E-01,,
2.01E-08,1.8, , , ,4.17E-09,1.8,6.18E-01,,
1.81E-08,1.8, , , ,4.18E-09,1.8,4.20E-01,,
1.81E-08,1.8, , , ,4.19E-09,1.8,2.27E-01,,
1.81E-08,1.8, , , ,4.19E-09,1.8,1.14E-01,,
1.81E-08,1.8, , , ,4.20E-09,1.8,0,,
1.81E-08,1.8, , , ,4.20E-09,1.8,0,,
1.62E-08,1.8, , , ,4.21E-09,1.8,0,,
1.81E-08,1.8, , , ,4.21E-09,1.8,0,,
1.81E-08,1.8, , , ,4.21E-09,1.8,0,,
1.80E-08,1.8, , , ,4.22E-09,1.8,0,,
1.80E-08,1.8, , , ,4.22E-09,1.8,0,,
1.80E-08,1.8, , , ,4.23E-09,1.8,0,,
1.80E-08,1.8, , , ,4.23E-09,1.8,0,,
1.80E-08,1.8, , , ,4.24E-09,1.8,0,,
1.80E-08,1.8, , , ,4.24E-09,1.8,0,,
1.80E-08,1.8, , , ,4.25E-09,1.8,0,,
1.79E-08,1.8, , , ,4.25E-09,1.8,0,,
1.77E-08,1.8, , , ,4.26E-09,1.8,0,,
1.76E-08,1.8, , , ,4.27E-09,1.8,0,,
1.68E-08,1.8, , , ,4.28E-09,1.8,0,,
1.66E-08,1.8, , , ,4.29E-09,1.8,0,,
1.66E-08,1.8, , , ,4.30E-09,1.8,0,,
1.66E-08,1.8, , , ,4.32E-09,1.8,0,,
1.66E-08,1.8, , , ,4.32E-09,1.8,0,,
1.67E-08,1.8, , , ,4.34E-09,1.8,0,,
1.67E-08,1.8, , , ,4.35E-09,1.8,0,,
1.67E-08,1.8, , , ,4.36E-09,1.8,0,,
1.67E-08,1.8, , , ,4.37E-09,1.8,0,,
1.67E-08,1.8, , , ,4.38E-09,1.8,0,,
1.67E-08,1.8, , , ,4.40E-09,1.8,0,,
1.67E-08,1.8, , , ,4.41E-09,1.8,0,,
1.67E-08,1.8, , , ,4.43E-09,1.8,0,,
1.68E-08,1.8, , , ,4.45E-09,1.8,0,,
1.66E-08,1.8, , , ,4.47E-09,1.8,0,,
1.68E-08,1.8, , , ,4.49E-09,1.8,0,,
1.68E-08,1.8, , , ,4.50E-09,1.8,0,,
1.68E-08,1.8, , , ,4.51E-09,1.8,0,,
1.68E-08,1.8, , , ,4.53E-09,1.8,0,,
1.68E-08,1.8, , , ,4.54E-09,1.8,0,,
1.69E-08,1.8, , , ,4.55E-09,1.8,0,,
1.69E-08,1.8, , , ,4.56E-09,1.8,0,,
1.69E-08,1.8, , , ,4.57E-09,1.8,0,,
1.70E-08,1.8, , , ,4.58E-09,1.8,0,,
1.71E-08,1.8, , , ,4.59E-09,1.8,0,,
1.71E-08,1.8, , , ,4.61E-09,1.8,0,,
1.72E-08,1.8, , , ,4.63E-09,1.8,0,,
1.64E-08,1.8, , , ,4.65E-09,1.8,0,,
1.63E-08,1.8, , , ,4.66E-09,1.8,0,,
1.63E-08,1.8, , , ,4.68E-09,1.8,0,,
1.63E-08,1.8, , , ,4.70E-09,1.8,0,,
1.63E-08,1.8, , , ,4.71E-09,1.8,0,,
1.63E-08,1.8, , , ,4.72E-09,1.8,0,,
1.63E-08,1.8, , , ,4.73E-09,1.8,0,,
1.63E-08,1.8, , , ,4.74E-09,1.8,0,,
1.63E-08,1.8, , , ,4.76E-09,1.8,0,,
1.63E-08,1.8, , , ,4.77E-09,1.8,0,,
1.63E-08,1.8, , , ,4.78E-09,1.8,0,,
1.64E-08,1.8, , , ,4.79E-09,1.8,0,,
1.64E-08,1.8, , , ,4.81E-09,1.8,0,,
1.64E-08,1.8, , , ,4.83E-09,1.8,0,,
2.01E-08,1.8, , , ,4.85E-09,1.8,0,,
1.64E-08,1.8, , , ,4.87E-09,1.8,0,,
1.64E-08,1.8, , , ,4.90E-09,1.8,0,,
1.64E-08,1.8, , , ,4.94E-09,1.8,0,,
1.65E-08,1.8, , , ,5.00E-09,1.8,0,,
1.65E-08,1.8, , , ,5.07E-09,1.8,0,,
1.65E-08,1.8, , , ,5.13E-09,1.8,0,,
1.65E-08,1.8, , , ,5.18E-09,1.8,0,,
1.65E-08,1.8, , , ,5.25E-09,1.8,0,,
1.65E-08,1.8, , , ,5.30E-09,1.8,0,,
1.65E-08,1.8, , , ,5.40E-09,1.8,0,,
1.66E-08,1.8, , , ,5.51E-09,1.8,0,,
1.66E-08,1.8, , , ,5.62E-09,1.8,0,,
1.31E-08,1.8, , , ,5.73E-09,1.8,0,,
1.27E-08,1.8, , , ,5.87E-09,1.8,0,,
1.27E-08,1.8, , , ,6.00E-09,1.8,1.49E-14,,
1.28E-08,1.8, , , ,6.01E-09,1.8,1.41E-01,,
1.28E-08,1.8, , , ,6.02E-09,1.8,3.57E-01,,
1.28E-08,1.8, , , ,6.03E-09,1.8,4.78E-01,,
1.28E-08,1.8, , , ,6.03E-09,1.8,5.67E-01,,
1.28E-08,1.8, , , ,6.04E-09,1.8,6.94E-01,,
1.28E-08,1.8, , , ,6.04E-09,1.8,7.89E-01,,
1.28E-08,1.8, , , ,6.05E-09,1.8,8.75E-01,,
1.29E-08,1.8, , , ,6.05E-09,1.8,9.69E-01,,
1.29E-08,1.8, , , ,6.06E-09,1.8,1.043,,
1.29E-08,1.8, , , ,6.06E-09,1.8,1.148,,
1.30E-08,1.8, , , ,6.07E-09,1.8,1.259,,
1.27E-08,1.8, , , ,6.08E-09,1.8,1.387,,
1.31E-08,1.8, , , ,6.09E-09,1.8,1.56,,
1.32E-08,1.8, , , ,6.10E-09,1.8,1.8,,
1.33E-08,1.8, , , ,6.10E-09,1.745,1.8,,
1.33E-08,1.8, , , ,6.11E-09,1.657,1.8,,
1.34E-08,1.8, , , ,6.11E-09,1.574,1.8,,
1.35E-08,1.8, , , ,6.12E-09,1.463,1.8,,
1.36E-08,1.8, , , ,6.13E-09,1.349,1.8,,
1.37E-08,1.8, , , ,6.13E-09,1.221,1.8,,
1.39E-08,1.8, , , ,6.14E-09,1.094,1.8,,
1.40E-08,1.8, , , ,6.15E-09,9.58E-01,1.8,,
1.40E-08,1.8, , , ,6.16E-09,7.86E-01,1.8,,
1.40E-08,1.8, , , ,6.17E-09,5.71E-01,1.8,,
1.25E-08,1.8, , , ,6.18E-09,3.42E-01,1.8,,
1.24E-08,1.8, , , ,6.19E-09,1.58E-01,1.8,,
1.24E-08,1.8, , , ,6.20E-09,6.22E-15,1.8,,
1.24E-08,1.8, , , ,6.20E-09,0,1.8,,
1.24E-08,1.8, , , ,6.21E-09,0,1.8,,
1.24E-08,1.8, , , ,6.21E-09,0,1.8,,
1.24E-08,1.8, , , ,6.21E-09,0,1.8,,
1.24E-08,1.8, , , ,6.22E-09,0,1.8,,
1.25E-08,1.8, , , ,6.22E-09,0,1.8,,
1.25E-08,1.8, , , ,6.22E-09,0,1.8,,
1.25E-08,1.8, , , ,6.23E-09,0,1.8,,
1.25E-08,1.8, , , ,6.23E-09,0,1.8,,
1.25E-08,1.8, , , ,6.24E-09,0,1.8,,
1.25E-08,1.8, , , ,6.24E-09,0,1.8,,
1.40E-08,1.8, , , ,6.25E-09,0,1.8,,
1.26E-08,1.8, , , ,6.25E-09,0,1.8,,
1.26E-08,1.8, , , ,6.27E-09,0,1.8,,
1.26E-08,1.8, , , ,6.28E-09,0,1.8,,
1.26E-08,1.8, , , ,6.29E-09,0,1.8,,
1.26E-08,1.8, , , ,6.31E-09,0,1.8,,
1.26E-08,1.8, , , ,6.32E-09,0,1.8,,
1.26E-08,1.8, , , ,6.35E-09,0,1.8,,
1.27E-08,1.8, , , ,6.37E-09,0,1.8,,
1.27E-08,1.8, , , ,6.39E-09,0,1.8,,
1.27E-08,1.8, , , ,6.40E-09,0,1.8,,
1.27E-08,1.8, , , ,6.41E-09,0,1.8,,
1.27E-08,1.8, , , ,6.42E-09,0,1.8,,
2.02E-08,1.8, , , ,6.42E-09,0,1.8,,
2.03E-08,1.8, , , ,6.43E-09,0,1.8,,
2.03E-08,1.8, , , ,6.43E-09,0,1.8,,
2.03E-08,1.8, , , ,6.44E-09,0,1.8,,
2.03E-08,1.8, , , ,6.44E-09,0,1.8,,
2.03E-08,1.8, , , ,6.45E-09,0,1.8,,
2.03E-08,1.8, , , ,6.45E-09,0,1.8,,
2.03E-08,1.8, , , ,6.46E-09,0,1.8,,
2.03E-08,1.8, , , ,6.47E-09,0,1.8,,
