time (s),/Bin<1> (V),Expression ,Value,Value,time (s),/Bin<0> (V),/Ain<0> (V),,
2.55E-09,0, , , ,2.20E-08,1.8,5.70E-01,,
2.53E-09,0, , , ,2.20E-08,1.8,6.94E-01,,
2.51E-09,0, , , ,2.20E-08,1.8,7.89E-01,,
2.50E-09,0, , , ,2.21E-08,1.8,8.74E-01,,
2.48E-09,0, , , ,2.21E-08,1.8,9.68E-01,,
2.47E-09,0, , , ,2.21E-08,1.8,1.043,,
2.46E-09,0, , , ,2.21E-08,1.8,1.147,,
2.45E-09,0, , , ,2.21E-08,1.8,1.258,,
2.44E-09,0, , , ,2.21E-08,1.8,1.386,,
3.18E-09,0, , , ,2.21E-08,1.8,1.559,,
2.43E-09,0, , , ,2.21E-08,1.8,1.8,,
2.42E-09,0, , , ,2.21E-08,1.745,1.8,,
2.42E-09,0, , , ,2.21E-08,1.656,1.8,,
2.41E-09,0, , , ,2.21E-08,1.573,1.8,,
2.40E-09,0, , , ,2.21E-08,1.463,1.8,,
2.39E-09,0, , , ,2.21E-08,1.348,1.8,,
2.37E-09,0, , , ,2.21E-08,1.221,1.8,,
2.35E-09,0, , , ,2.21E-08,1.093,1.8,,
2.33E-09,0, , , ,2.22E-08,9.57E-01,1.8,,
2.67E-08,0, , , ,2.22E-08,7.85E-01,1.8,,
2.66E-08,0, , , ,2.22E-08,5.70E-01,1.8,,
2.66E-08,0, , , ,2.22E-08,3.41E-01,1.8,,
2.66E-08,0, , , ,2.22E-08,1.58E-01,1.8,,
2.66E-08,0, , , ,2.22E-08,0,1.8,,
2.66E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.66E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.68E-08,0, , , ,2.22E-08,0,1.8,,
2.68E-08,0, , , ,2.23E-08,0,1.8,,
2.68E-08,0, , , ,2.23E-08,0,1.8,,
2.68E-08,0, , , ,2.23E-08,0,1.8,,
2.68E-08,0, , , ,2.23E-08,0,1.8,,
2.65E-08,0, , , ,2.23E-08,0,1.8,,
2.29E-08,0, , , ,2.23E-08,0,1.8,,
2.64E-08,0, , , ,2.23E-08,0,1.8,,
2.64E-08,0, , , ,2.24E-08,0,1.8,,
2.64E-08,0, , , ,2.24E-08,0,1.8,,
2.64E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.68E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.25E-08,0,1.8,,
2.66E-08,0, , , ,2.25E-08,0,1.8,,
2.66E-08,0, , , ,2.25E-08,0,1.8,,
2.66E-08,0, , , ,2.25E-08,0,1.8,,
2.66E-08,0, , , ,2.25E-08,0,1.8,,
2.66E-08,0, , , ,2.25E-08,0,1.8,,
6.20E-09,0, , , ,2.25E-08,0,1.8,,
2.74E-08,0, , , ,2.25E-08,0,1.8,,
2.75E-08,0, , , ,2.25E-08,0,1.8,,
2.76E-08,0, , , ,2.26E-08,0,1.8,,
2.77E-08,0, , , ,2.26E-08,0,1.8,,
2.78E-08,0, , , ,2.26E-08,0,1.8,,
2.79E-08,0, , , ,2.26E-08,0,1.8,,
2.80E-08,0, , , ,2.26E-08,0,1.8,,
6.21E-09,0, , , ,2.26E-08,0,1.8,,
6.21E-09,0, , , ,2.26E-08,0,1.8,,
2.73E-08,0, , , ,2.26E-08,0,1.8,,
4.00E-09,0, , , ,2.26E-08,0,1.8,,
3.91E-09,0, , , ,2.26E-08,0,1.8,,
3.82E-09,0, , , ,2.26E-08,0,1.8,,
3.71E-09,0, , , ,2.27E-08,0,1.8,,
3.62E-09,0, , , ,2.27E-08,0,1.8,,
3.52E-09,0, , , ,2.27E-08,0,1.8,,
3.44E-09,0, , , ,2.27E-08,0,1.8,,
3.36E-09,0, , , ,2.27E-08,0,1.8,,
3.26E-09,0, , , ,2.27E-08,0,1.8,,
2.69E-08,0, , , ,2.27E-08,0,1.8,,
2.68E-08,0, , , ,2.27E-08,0,1.8,,
2.68E-08,0, , , ,2.27E-08,0,1.8,,
2.68E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.64E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.29E-08,0,1.8,,
2.70E-08,0, , , ,2.29E-08,0,1.8,,
2.70E-08,0, , , ,2.29E-08,0,1.8,,
2.70E-08,0, , , ,2.29E-08,0,1.8,,
2.70E-08,0, , , ,2.29E-08,0,1.8,,
2.71E-08,0, , , ,2.29E-08,0,1.8,,
2.71E-08,0, , , ,2.29E-08,0,1.8,,
2.72E-08,0, , , ,2.29E-08,0,1.8,,
1.89E-08,0, , , ,2.29E-08,0,1.8,,
1.88E-08,0, , , ,2.30E-08,0,1.8,,
1.89E-08,0, , , ,2.30E-08,0,1.8,,
1.89E-08,0, , , ,2.30E-08,0,1.8,,
1.89E-08,0, , , ,2.30E-08,0,1.8,,
1.89E-08,0, , , ,2.31E-08,0,1.8,,
1.89E-08,0, , , ,2.31E-08,0,1.8,,
1.89E-08,0, , , ,2.32E-08,0,1.8,,
1.89E-08,0, , , ,2.33E-08,0,1.8,,
1.89E-08,0, , , ,2.34E-08,0,1.8,,
1.88E-08,0, , , ,2.35E-08,0,1.8,,
1.90E-08,0, , , ,2.36E-08,0,1.8,,
1.90E-08,0, , , ,2.37E-08,0,1.8,,
1.90E-08,0, , , ,2.38E-08,0,1.8,,
1.90E-08,0, , , ,2.39E-08,0,1.8,,
1.91E-08,0, , , ,2.40E-08,0,1.8,,
1.91E-08,0, , , ,2.40E-08,1.41E-01,1.8,,
1.92E-08,0, , , ,2.40E-08,3.57E-01,1.8,,
1.93E-08,0, , , ,2.40E-08,6.78E-01,1.8,,
1.94E-08,0, , , ,2.41E-08,9.21E-01,1.8,,
1.87E-08,0, , , ,2.41E-08,1.186,1.8,,
1.86E-08,0, , , ,2.41E-08,1.417,1.8,,
1.86E-08,0, , , ,2.41E-08,1.621,1.8,,
1.86E-08,0, , , ,2.41E-08,1.8,1.8,,
1.87E-08,0, , , ,2.41E-08,1.8,1.752,,
1.87E-08,0, , , ,2.41E-08,1.8,1.672,,
1.87E-08,0, , , ,2.41E-08,1.8,1.602,,
1.87E-08,0, , , ,2.41E-08,1.8,1.513,,
1.87E-08,0, , , ,2.41E-08,1.8,1.395,,
1.87E-08,0, , , ,2.41E-08,1.8,1.295,,
1.95E-08,0, , , ,2.41E-08,1.8,1.183,,
1.87E-08,0, , , ,2.41E-08,1.8,1.054,,
1.87E-08,0, , , ,2.42E-08,1.8,9.16E-01,,
1.88E-08,0, , , ,2.42E-08,1.8,7.42E-01,,
1.88E-08,0, , , ,2.42E-08,1.8,5.35E-01,,
1.88E-08,0, , , ,2.42E-08,1.8,3.45E-01,,
1.88E-08,0, , , ,2.42E-08,1.8,1.49E-01,,
1.88E-08,0, , , ,2.42E-08,1.8,0,,
1.88E-08,0, , , ,2.42E-08,1.8,0,,
1.88E-08,0, , , ,2.42E-08,1.8,0,,
1.45E-08,0, , , ,2.42E-08,1.8,0,,
1.46E-08,0, , , ,2.42E-08,1.8,0,,
1.46E-08,0, , , ,2.42E-08,1.8,0,,
1.46E-08,0, , , ,2.42E-08,1.8,0,,
1.46E-08,0, , , ,2.42E-08,1.8,0,,
1.45E-08,0, , , ,2.42E-08,1.8,0,,
1.45E-08,0, , , ,2.42E-08,1.8,0,,
1.45E-08,0, , , ,2.42E-08,1.8,0,,
1.45E-08,0, , , ,2.43E-08,1.8,0,,
1.45E-08,0, , , ,2.43E-08,1.8,0,,
1.46E-08,0, , , ,2.43E-08,1.8,0,,
1.45E-08,0, , , ,2.43E-08,1.8,0,,
1.45E-08,0, , , ,2.43E-08,1.8,0,,
1.45E-08,0, , , ,2.43E-08,1.8,0,,
1.44E-08,0, , , ,2.43E-08,1.8,0,,
1.44E-08,0, , , ,2.43E-08,1.8,0,,
1.44E-08,0, , , ,2.43E-08,1.8,0,,
1.44E-08,0, , , ,2.43E-08,1.8,0,,
1.44E-08,0, , , ,2.44E-08,1.8,0,,
1.44E-08,0, , , ,2.44E-08,1.8,0,,
1.47E-08,0, , , ,2.44E-08,1.8,0,,
1.96E-08,0, , , ,2.44E-08,1.8,0,,
1.97E-08,0, , , ,2.44E-08,1.8,0,,
1.98E-08,0, , , ,2.44E-08,1.8,0,,
1.99E-08,0, , , ,2.44E-08,1.8,0,,
2.00E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.45E-08,1.8,0,,
1.86E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.46E-08,1.8,0,,
1.47E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.47E-08,1.8,0,,
1.48E-08,0, , , ,2.47E-08,1.8,0,,
1.49E-08,0, , , ,2.47E-08,1.8,0,,
1.49E-08,0, , , ,2.47E-08,1.8,0,,
1.49E-08,0, , , ,2.47E-08,1.8,0,,
1.48E-08,0, , , ,2.47E-08,1.8,0,,
1.48E-08,0, , , ,2.47E-08,1.8,0,,
1.48E-08,0, , , ,2.47E-08,1.8,0,,
1.48E-08,0, , , ,2.48E-08,1.8,0,,
1.48E-08,0, , , ,2.48E-08,1.8,0,,
1.48E-08,0, , , ,2.48E-08,1.8,0,,
1.49E-08,0, , , ,2.48E-08,1.8,0,,
1.48E-08,0, , , ,2.48E-08,1.8,0,,
1.48E-08,0, , , ,2.48E-08,1.8,0,,
1.47E-08,0, , , ,2.48E-08,1.8,0,,
1.82E-08,0, , , ,2.49E-08,1.8,0,,
1.82E-08,0, , , ,2.49E-08,1.8,0,,
1.82E-08,0, , , ,2.49E-08,1.8,0,,
1.82E-08,0, , , ,2.50E-08,1.8,0,,
1.82E-08,0, , , ,2.51E-08,1.8,0,,
1.82E-08,0, , , ,2.51E-08,1.8,0,,
1.51E-08,0, , , ,2.52E-08,1.8,0,,
1.59E-08,0, , , ,2.53E-08,1.8,0,,
1.58E-08,0, , , ,2.53E-08,1.8,0,,
1.57E-08,0, , , ,2.54E-08,1.8,0,,
1.56E-08,0, , , ,2.55E-08,1.8,0,,
1.55E-08,0, , , ,2.56E-08,1.8,0,,
1.54E-08,0, , , ,2.57E-08,1.8,0,,
1.53E-08,0, , , ,2.59E-08,1.8,0,,
1.52E-08,0, , , ,2.60E-08,1.8,0,,
1.51E-08,0, , , ,2.60E-08,1.8,1.45E-01,,
1.82E-08,0, , , ,2.60E-08,1.8,3.64E-01,,
1.50E-08,0, , , ,2.60E-08,1.8,4.79E-01,,
1.50E-08,0, , , ,2.60E-08,1.8,5.70E-01,,
1.50E-08,0, , , ,2.60E-08,1.8,6.94E-01,,
1.50E-08,0, , , ,2.60E-08,1.8,7.89E-01,,
1.49E-08,0, , , ,2.61E-08,1.8,8.74E-01,,
1.49E-08,0, , , ,2.61E-08,1.8,9.68E-01,,
1.49E-08,0, , , ,2.61E-08,1.8,1.043,,
1.49E-08,0, , , ,2.61E-08,1.8,1.147,,
1.49E-08,0, , , ,2.61E-08,1.8,1.258,,
1.85E-08,0, , , ,2.61E-08,1.8,1.386,,
1.84E-08,0, , , ,2.61E-08,1.8,1.559,,
1.84E-08,0, , , ,2.61E-08,1.8,1.8,,
1.84E-08,0, , , ,2.61E-08,1.745,1.8,,
1.85E-08,0, , , ,2.61E-08,1.656,1.8,,
1.85E-08,0, , , ,2.61E-08,1.573,1.8,,
1.85E-08,0, , , ,2.61E-08,1.463,1.8,,
1.85E-08,0, , , ,2.61E-08,1.348,1.8,,
1.85E-08,0, , , ,2.61E-08,1.221,1.8,,
1.85E-08,0, , , ,2.61E-08,1.093,1.8,,
1.84E-08,0, , , ,2.62E-08,9.57E-01,1.8,,
1.85E-08,0, , , ,2.62E-08,7.85E-01,1.8,,
1.85E-08,0, , , ,2.62E-08,5.70E-01,1.8,,
1.86E-08,0, , , ,2.62E-08,3.41E-01,1.8,,
1.86E-08,0, , , ,2.62E-08,1.58E-01,1.8,,
1.86E-08,0, , , ,2.62E-08,0,1.8,,
1.86E-08,0, , , ,2.62E-08,0,1.8,,
1.86E-08,0, , , ,2.62E-08,0,1.8,,
1.86E-08,0, , , ,2.62E-08,0,1.8,,
1.86E-08,0, , , ,2.62E-08,0,1.8,,
1.83E-08,0, , , ,2.62E-08,0,1.8,,
1.82E-08,0, , , ,2.62E-08,0,1.8,,
1.82E-08,0, , , ,2.62E-08,0,1.8,,
1.82E-08,0, , , ,2.62E-08,0,1.8,,
1.82E-08,0, , , ,2.62E-08,0,1.8,,
1.82E-08,0, , , ,2.62E-08,0,1.8,,
1.83E-08,0, , , ,2.62E-08,0,1.8,,
1.83E-08,0, , , ,2.63E-08,0,1.8,,
1.83E-08,0, , , ,2.63E-08,0,1.8,,
1.83E-08,0, , , ,2.63E-08,0,1.8,,
1.44E-08,0, , , ,2.63E-08,0,1.8,,
1.83E-08,0, , , ,2.63E-08,0,1.8,,
1.83E-08,0, , , ,2.63E-08,0,1.8,,
1.84E-08,0, , , ,2.63E-08,0,1.8,,
1.84E-08,0, , , ,2.64E-08,0,1.8,,
1.84E-08,0, , , ,2.64E-08,0,1.8,,
1.84E-08,0, , , ,2.64E-08,0,1.8,,
1.84E-08,0, , , ,2.64E-08,0,1.8,,
1.84E-08,0, , , ,2.64E-08,0,1.8,,
1.84E-08,0, , , ,2.64E-08,0,1.8,,
2.24E-08,0, , , ,2.64E-08,0,1.8,,
2.23E-08,0, , , ,2.64E-08,0,1.8,,
2.23E-08,0, , , ,2.64E-08,0,1.8,,
2.24E-08,0, , , ,2.64E-08,0,1.8,,
2.24E-08,0, , , ,2.64E-08,0,1.8,,
2.24E-08,0, , , ,2.65E-08,0,1.8,,
2.24E-08,0, , , ,2.65E-08,0,1.8,,
2.24E-08,0, , , ,2.65E-08,0,1.8,,
2.24E-08,0, , , ,2.65E-08,0,1.8,,
2.24E-08,0, , , ,2.65E-08,0,1.8,,
2.23E-08,0, , , ,2.65E-08,0,1.8,,
2.24E-08,0, , , ,2.65E-08,0,1.8,,
2.24E-08,0, , , ,2.65E-08,0,1.8,,
2.24E-08,0, , , ,2.65E-08,0,1.8,,
2.25E-08,0, , , ,2.66E-08,0,1.8,,
2.25E-08,0, , , ,2.66E-08,0,1.8,,
2.25E-08,0, , , ,2.66E-08,0,1.8,,
2.25E-08,0, , , ,2.66E-08,0,1.8,,
2.25E-08,0, , , ,2.66E-08,0,1.8,,
2.25E-08,0, , , ,2.66E-08,0,1.8,,
2.22E-08,0, , , ,2.66E-08,0,1.8,,
1.05E-08,0, , , ,2.66E-08,0,1.8,,
1.05E-08,0, , , ,2.66E-08,0,1.8,,
1.05E-08,0, , , ,2.66E-08,0,1.8,,
2.22E-08,0, , , ,2.66E-08,0,1.8,,
2.22E-08,0, , , ,2.67E-08,0,1.8,,
2.22E-08,0, , , ,2.67E-08,0,1.8,,
2.22E-08,0, , , ,2.67E-08,0,1.8,,
2.22E-08,0, , , ,2.67E-08,0,1.8,,
2.22E-08,0, , , ,2.67E-08,0,1.8,,
2.25E-08,0, , , ,2.67E-08,0,1.8,,
2.22E-08,0, , , ,2.67E-08,0,1.8,,
2.22E-08,0, , , ,2.67E-08,0,1.8,,
2.22E-08,0, , , ,2.67E-08,0,1.8,,
2.22E-08,0, , , ,2.68E-08,0,1.8,,
2.22E-08,0, , , ,2.68E-08,0,1.8,,
2.23E-08,0, , , ,2.68E-08,0,1.8,,
2.23E-08,0, , , ,2.68E-08,0,1.8,,
2.23E-08,0, , , ,2.68E-08,0,1.8,,
2.23E-08,0, , , ,2.68E-08,0,1.8,,
2.28E-08,0, , , ,2.68E-08,0,1.8,,
2.27E-08,0, , , ,2.68E-08,0,1.8,,
2.27E-08,0, , , ,2.68E-08,0,1.8,,
2.28E-08,0, , , ,2.69E-08,0,1.8,,
2.28E-08,0, , , ,2.69E-08,0,1.8,,
2.28E-08,0, , , ,2.69E-08,0,1.8,,
2.28E-08,0, , , ,2.69E-08,0,1.8,,
2.28E-08,0, , , ,2.69E-08,0,1.8,,
2.28E-08,0, , , ,2.69E-08,0,1.8,,
2.28E-08,0, , , ,2.69E-08,0,1.8,,
2.27E-08,0, , , ,2.69E-08,0,1.8,,
2.28E-08,0, , , ,2.69E-08,0,1.8,,
2.29E-08,0, , , ,2.70E-08,0,1.8,,
2.29E-08,0, , , ,2.70E-08,0,1.8,,
2.29E-08,0, , , ,2.70E-08,0,1.8,,
2.29E-08,0, , , ,2.70E-08,0,1.8,,
2.29E-08,0, , , ,2.71E-08,0,1.8,,
2.29E-08,0, , , ,2.71E-08,0,1.8,,
2.29E-08,0, , , ,2.72E-08,0,1.8,,
1.60E-08,0, , , ,2.73E-08,0,1.8,,
2.26E-08,0, , , ,2.74E-08,0,1.8,,
2.25E-08,0, , , ,2.75E-08,0,1.8,,
2.25E-08,0, , , ,2.76E-08,0,1.8,,
2.26E-08,0, , , ,2.77E-08,0,1.8,,
2.26E-08,0, , , ,2.78E-08,0,1.8,,
2.26E-08,0, , , ,2.79E-08,0,1.8,,
2.26E-08,0, , , ,2.80E-08,0,1.8,,
2.26E-08,0, , , ,2.80E-08,1.41E-01,1.8,,
2.26E-08,0, , , ,2.80E-08,3.57E-01,1.8,,
2.26E-08,0, , , ,2.80E-08,6.78E-01,1.8,,
1.05E-08,0, , , ,2.81E-08,9.21E-01,1.8,,
2.26E-08,0, , , ,2.81E-08,1.186,1.8,,
2.26E-08,0, , , ,2.81E-08,1.417,1.8,,
2.26E-08,0, , , ,2.81E-08,1.621,1.8,,
2.27E-08,0, , , ,2.81E-08,1.8,1.8,,
2.27E-08,0, , , ,2.81E-08,1.8,1.752,,
2.27E-08,0, , , ,2.81E-08,1.8,1.672,,
2.27E-08,0, , , ,2.81E-08,1.8,1.602,,
2.27E-08,0, , , ,2.81E-08,1.8,1.513,,
2.27E-08,0, , , ,2.81E-08,1.8,1.395,,
1.13E-08,0, , , ,2.81E-08,1.8,1.295,,
1.42E-08,0, , , ,2.81E-08,1.8,1.183,,
1.42E-08,0, , , ,2.81E-08,1.8,1.054,,
1.20E-08,0, , , ,2.82E-08,1.8,9.16E-01,,
1.19E-08,0, , , ,2.82E-08,1.8,7.42E-01,,
1.18E-08,0, , , ,2.82E-08,1.8,5.35E-01,,
1.17E-08,0, , , ,2.82E-08,1.8,3.45E-01,,
1.16E-08,0, , , ,2.82E-08,1.8,1.49E-01,,
1.15E-08,0, , , ,2.82E-08,1.8,0,,
1.14E-08,0, , , ,2.82E-08,1.8,0,,
1.42E-08,0, , , ,2.82E-08,1.8,0,,
1.12E-08,0, , , ,2.82E-08,1.8,0,,
1.11E-08,0, , , ,2.82E-08,1.8,0,,
1.11E-08,0, , , ,2.82E-08,1.8,0,,
1.10E-08,0, , , ,2.82E-08,1.8,0,,
1.10E-08,0, , , ,2.82E-08,1.8,0,,
1.10E-08,0, , , ,2.82E-08,1.8,0,,
1.10E-08,0, , , ,2.82E-08,1.8,0,,
1.09E-08,0, , , ,2.82E-08,1.8,0,,
1.09E-08,0, , , ,2.83E-08,1.8,0,,
1.43E-08,0, , , ,2.83E-08,1.8,0,,
1.44E-08,0, , , ,2.83E-08,1.8,0,,
1.44E-08,0, , , ,2.83E-08,1.8,0,,
1.44E-08,0, , , ,2.83E-08,1.8,0,,
1.44E-08,0, , , ,2.83E-08,1.8,0,,
1.43E-08,0, , , ,2.83E-08,1.8,0,,
1.43E-08,0, , , ,2.83E-08,1.8,0,,
1.43E-08,0, , , ,2.83E-08,1.8,0,,
1.43E-08,0, , , ,2.83E-08,1.8,0,,
1.43E-08,0, , , ,2.84E-08,1.8,0,,
1.09E-08,0, , , ,2.84E-08,1.8,0,,
1.43E-08,0, , , ,2.84E-08,1.8,0,,
1.42E-08,0, , , ,2.84E-08,1.8,0,,
1.42E-08,0, , , ,2.84E-08,1.8,0,,
1.42E-08,0, , , ,2.84E-08,1.8,0,,
1.42E-08,0, , , ,2.84E-08,1.8,0,,
1.42E-08,0, , , ,2.85E-08,1.8,0,,
1.42E-08,0, , , ,2.85E-08,1.8,0,,
1.42E-08,0, , , ,2.85E-08,1.8,0,,
1.42E-08,0, , , ,2.85E-08,1.8,0,,
1.06E-08,0, , , ,2.85E-08,1.8,0,,
1.07E-08,0, , , ,2.85E-08,1.8,0,,
1.07E-08,0, , , ,2.85E-08,1.8,0,,
1.07E-08,0, , , ,2.86E-08,1.8,0,,
1.07E-08,0, , , ,2.86E-08,1.8,0,,
1.06E-08,0, , , ,2.86E-08,1.8,0,,
1.06E-08,0, , , ,2.86E-08,1.8,0,,
1.06E-08,0, , , ,2.86E-08,1.8,0,,
1.06E-08,0, , , ,2.86E-08,1.8,0,,
1.06E-08,0, , , ,2.86E-08,1.8,0,,
1.07E-08,0, , , ,2.87E-08,1.8,0,,
1.06E-08,0, , , ,2.87E-08,1.8,0,,
1.06E-08,0, , , ,2.87E-08,1.8,0,,
1.06E-08,0, , , ,2.87E-08,1.8,0,,
1.06E-08,0, , , ,2.87E-08,1.8,0,,
1.06E-08,0, , , ,2.87E-08,1.8,0,,
1.05E-08,0, , , ,2.87E-08,1.8,0,,
1.05E-08,0, , , ,2.87E-08,1.8,0,,
1.05E-08,0, , , ,2.88E-08,1.8,0,,
1.05E-08,0, , , ,2.88E-08,1.8,0,,
1.08E-08,0, , , ,2.88E-08,1.8,0,,
1.09E-08,0, , , ,2.88E-08,1.8,0,,
1.09E-08,0, , , ,2.88E-08,1.8,0,,
1.09E-08,0, , , ,2.88E-08,1.8,0,,
1.09E-08,0, , , ,2.88E-08,1.8,0,,
1.09E-08,0, , , ,2.89E-08,1.8,0,,
1.09E-08,0, , , ,2.89E-08,1.8,0,,
1.08E-08,0, , , ,2.89E-08,1.8,0,,
1.08E-08,0, , , ,2.90E-08,1.8,0,,
1.08E-08,0, , , ,2.91E-08,1.8,0,,
2.29E-08,0, , , ,2.91E-08,1.8,0,,
1.08E-08,0, , , ,2.92E-08,1.8,0,,
1.08E-08,0, , , ,2.93E-08,1.8,0,,
1.08E-08,0, , , ,2.93E-08,1.8,0,,
1.08E-08,0, , , ,2.94E-08,1.8,0,,
1.08E-08,0, , , ,2.95E-08,1.8,0,,
1.07E-08,0, , , ,2.96E-08,1.8,0,,
1.07E-08,0, , , ,2.97E-08,1.8,0,,
1.07E-08,0, , , ,2.99E-08,1.8,0,,
1.07E-08,0, , , ,3.00E-08,1.8,0,,
